Date,World,Africa,Asia,Europe,North_America,Oceania,South_America
2021-06-12,3821901,134387,742881,1114171,887885,1256,941321
2021-06-13,3831169,134659,748040,1114747,888146,1257,944320
2021-06-14,3839163,134995,751965,1115437,888534,1257,946975
2021-06-15,3849914,135470,755641,1116511,889240,1258,951794
2021-06-16,3859996,135887,759106,1117629,889968,1258,956148
2021-06-17,3869295,136270,762007,1118623,890537,1261,960597
2021-06-18,3878488,136661,764827,1119606,891459,1261,964674
2021-06-19,3886668,137078,767520,1120503,891815,1267,968485
2021-06-20,3893436,137458,770319,1121129,892237,1268,971025
2021-06-21,3900418,137947,772706,1121885,892704,1268,973908
2021-06-22,3909406,138582,775299,1122891,893548,1270,977816
2021-06-23,3918752,139088,777943,1123952,894456,1274,982039
2021-06-24,3927407,139635,780561,1125018,895188,1274,985731
2021-06-25,3936641,140163,783042,1126125,896161,1275,989875
2021-06-26,3944184,140655,785494,1127247,896629,1276,992883
2021-06-27,3950278,141103,787934,1128051,896862,1276,995052
2021-06-28,3956837,141633,790136,1128920,897198,1278,997672
2021-06-29,3964997,142154,792373,1130187,897951,1282,1001050
2021-06-30,3974203,142935,794821,1131349,898679,1282,1005137
2021-07-01,3982744,143728,797195,1132380,899349,1285,1008807
2021-07-02,3991116,144411,799515,1133413,900153,1286,1012338
2021-07-03,3998033,144899,801816,1134320,900540,1288,1015170
2021-07-04,4004680,145525,804343,1135091,900735,1291,1017695
2021-07-05,4012044,147038,806397,1136017,901107,1295,1020190
2021-07-06,4020528,147872,809094,1137028,901838,1302,1023394
2021-07-07,4029081,148686,812060,1138090,902532,1309,1026404
2021-07-08,4038000,149596,815013,1139152,903182,1315,1029742
2021-07-09,4046412,150470,818170,1140136,904013,1318,1032305
2021-07-10,4053011,151160,820955,1141067,904487,1320,1034022
2021-07-11,4060649,151769,824087,1141907,904798,1325,1036763
2021-07-12,4068752,152397,828138,1142794,905233,1329,1038861
2021-07-13,4077135,153482,830757,1143861,906013,1330,1041692
2021-07-14,4085729,154541,833636,1144862,906753,1330,1044607
2021-07-15,4094365,155442,836539,1145885,907551,1345,1047603
2021-07-16,4103126,156446,839667,1146893,908513,1352,1050255
2021-07-17,4110657,157219,842603,1147851,908944,1358,1052682
2021-07-18,4117261,157893,845920,1148757,909237,1371,1054083
2021-07-19,4124461,158616,849196,1149670,909761,1395,1055823
2021-07-20,4145163,159664,855858,1150728,910522,1411,1066980
2021-07-21,4153827,160590,859165,1151740,911412,1433,1069487
2021-07-22,4162607,161583,862424,1152816,912371,1450,1071963
2021-07-23,4170941,162382,865850,1153891,913118,1461,1074239
2021-07-24,4179629,163456,869523,1154912,914080,1468,1076190
2021-07-25,4187013,164341,873535,1155836,914423,1477,1077401
2021-07-26,4195487,165239,877315,1156820,915017,1491,1079605
2021-07-27,4205276,166100,881782,1157932,916255,1502,1081705
2021-07-28,4215401,167111,886135,1159073,917405,1516,1084161
2021-07-29,4225666,168401,890803,1160165,918283,1526,1086488
2021-07-30,4235269,169201,895025,1161314,919852,1533,1088344
2021-07-31,4244131,170068,899402,1162379,920644,1539,1090099
2021-08-01,4251549,170988,903347,1163350,921214,1543,1091107
2021-08-02,4259649,171859,907294,1164527,922002,1560,1092407
2021-08-03,4270001,172864,912057,1165754,923456,1570,1094300
2021-08-04,4280489,174000,916652,1166950,924934,1586,1096367
2021-08-05,4291478,174904,922151,1168166,926345,1599,1098313
2021-08-06,4301950,175925,926892,1169358,928306,1614,1099855
2021-08-07,4310644,176706,931233,1170432,929310,1619,1101344
2021-08-08,4318139,177421,935585,1171430,929817,1623,1102263
2021-08-09,4326937,178233,939946,1172623,930801,1654,1103680
2021-08-10,4338463,178861,945898,1173863,932682,1676,1105483
2021-08-11,4348984,179979,950524,1175118,934514,1696,1107153
2021-08-12,4359495,181123,955205,1176372,936354,1706,1108735
2021-08-13,4369963,182225,959837,1177655,938265,1729,1110252
2021-08-14,4378704,182935,964140,1178807,939490,1742,1111590
2021-08-15,4386150,183653,968571,1179885,939915,1750,1112376
2021-08-16,4395992,184430,973791,1181205,941700,1800,1113066
2021-08-17,4406694,185490,978117,1182617,943823,1827,1114820
2021-08-18,4417510,186511,982433,1184099,946241,1848,1116378
2021-08-19,4428955,187267,987299,1185542,949080,1870,1117897
2021-08-20,4439451,187968,991807,1186928,951568,1895,1119285
2021-08-21,4448378,188598,996133,1188205,953188,1899,1120355
2021-08-22,4456149,189246,1000769,1189395,953774,1907,1121058
2021-08-23,4466166,189958,1005601,1190917,955792,1967,1121931
2021-08-24,4477176,190778,1010225,1192533,958428,1995,1123217
2021-08-25,4488476,191776,1014820,1194102,961205,2029,1124544
2021-08-26,4500054,192628,1019222,1195684,964614,2057,1125849
2021-08-27,4510449,193392,1023225,1197233,967464,2085,1127050
2021-08-28,4518886,194154,1027022,1198558,969092,2091,1127969
2021-08-29,4525686,194830,1030636,1199812,969834,2096,1128478
2021-08-30,4535200,195499,1034760,1201340,972110,2147,1129344
2021-08-31,4544491,196278,1037799,1203070,974587,2173,1130584
2021-09-01,4556891,196917,1043237,1204645,978209,2198,1131685
2021-09-02,4568065,197763,1046284,1206280,982551,2229,1132958
2021-09-03,4578763,198379,1050564,1207907,985439,2253,1134221
2021-09-04,4586531,198893,1054028,1209275,986940,2258,1135137
2021-09-05,4593104,199268,1057524,1210596,987838,2261,1135617
2021-09-06,4601188,199806,1061621,1212205,989114,2314,1136128
2021-09-07,4611625,200420,1065385,1213990,992689,2336,1136805
2021-09-08,4621698,200928,1069158,1215725,996225,2358,1137304
2021-09-09,4632429,201492,1072247,1217411,1000440,2378,1138461
2021-09-10,4641584,202109,1075303,1219065,1003253,2401,1139453
2021-09-11,4649984,202496,1078462,1220479,1005671,2411,1140465
2021-09-12,4655633,202879,1081152,1221755,1006457,2418,1140972
2021-09-13,4664726,203316,1084883,1223361,1009096,2449,1141621
2021-09-14,4674612,203924,1087866,1225361,1012349,2481,1142631
2021-09-15,4685032,204361,1090931,1227169,1016310,2496,1143765
2021-09-16,4695538,204942,1093964,1228927,1020468,2518,1144719
2021-09-17,4704572,205386,1096779,1230678,1023441,2562,1145726
2021-09-18,4711114,205772,1099329,1232200,1024656,2578,1146579
2021-09-19,4717234,206021,1101812,1233555,1026182,2589,1147075
2021-09-20,4725499,206338,1104646,1235336,1029070,2617,1147492
2021-09-21,4734851,206744,1107215,1237295,1032623,2636,1148338
2021-09-22,4744568,207223,1109750,1239175,1036458,2684,1149278
2021-09-23,4754414,207688,1111961,1241126,1040794,2715,1150130
2021-09-24,4763106,208240,1114001,1243001,1044124,2739,1151001
2021-09-25,4768637,208528,1115936,1244554,1045146,2766,1151707
2021-09-26,4774191,208761,1117853,1245959,1046665,2793,1152160
2021-09-27,4781877,209210,1120067,1247796,1049425,2821,1152558
2021-09-28,4791245,209598,1122307,1249858,1053007,2882,1153593
2021-09-29,4800537,209931,1124704,1251952,1056540,2915,1154495
2021-09-30,4809411,210407,1126711,1253953,1060143,2941,1155256
2021-10-01,4818043,211599,1128517,1255944,1063086,2975,1155922
2021-10-02,4824020,211809,1130206,1257726,1064761,3002,1156516
2021-10-03,4828386,212046,1131659,1259342,1065447,3024,1156868
2021-10-04,4835550,212249,1133580,1261320,1068198,3043,1157160
2021-10-05,4842920,212575,1135180,1263728,1070349,3078,1158010
2021-10-06,4852054,212886,1137039,1266147,1074110,3113,1158759
2021-10-07,4861015,213212,1138627,1268422,1078032,3146,1159576
2021-10-08,4868574,213531,1140445,1270758,1080528,3174,1160138
2021-10-09,4873461,213708,1141976,1272790,1081119,3190,1160678
2021-10-10,4878238,213936,1143333,1274585,1082225,3210,1160949
2021-10-11,4884110,214140,1144828,1276794,1083843,3227,1161278
2021-10-12,4892088,214402,1146482,1279402,1086955,3259,1161588
2021-10-13,4900993,214667,1148044,1282138,1090845,3315,1161984
2021-10-14,4909002,214854,1149723,1284731,1093637,3332,1162725
2021-10-15,4916208,215086,1151181,1287152,1096080,3346,1163363
2021-10-16,4921624,215315,1152483,1289394,1097140,3368,1163924
2021-10-17,4926001,215509,1153667,1291438,1097824,3384,1164179
2021-10-18,4932508,215669,1155028,1293861,1099969,3445,1164536
2021-10-19,4940493,215909,1156475,1296935,1102606,3468,1165100
2021-10-20,4949162,216154,1157623,1299879,1106415,3483,1165608
2021-10-21,4956921,216403,1159134,1302795,1108910,3519,1166160
2021-10-22,4965090,216589,1161086,1305776,1111323,3549,1166767
2021-10-23,4971061,216784,1162583,1308576,1112332,3564,1167222
2021-10-24,4975723,216936,1164085,1310987,1112691,3586,1167438
2021-10-25,4982515,217122,1165642,1313769,1114613,3595,1167774
2021-10-26,4990256,217339,1167353,1317288,1116387,3611,1168278
2021-10-27,4999399,217621,1169355,1320921,1119018,3641,1168843
2021-10-28,5008331,217820,1171390,1324276,1121817,3664,1169364
2021-10-29,5016151,217987,1172872,1327691,1124016,3701,1169884
2021-10-30,5022242,218109,1174614,1330721,1124861,3714,1170223
2021-10-31,5026908,218244,1175846,1333354,1125296,3727,1170441
2021-11-01,5033273,218395,1177346,1336348,1126749,3741,1170694
2021-11-02,5040330,218579,1178770,1339979,1128307,3769,1170926
2021-11-03,5048794,218770,1180362,1343892,1130723,3789,1171258
2021-11-04,5056363,218965,1181760,1347790,1132236,3803,1171809
2021-11-05,5064948,219201,1183290,1351522,1134763,3827,1172345
2021-11-06,5071731,219364,1184798,1355053,1135904,3837,1172775
2021-11-07,5076382,219506,1186042,1357737,1136283,3851,1172963
2021-11-08,5083025,219651,1187386,1361205,1137670,3867,1173246
2021-11-09,5091030,219821,1188829,1365324,1139632,3892,1173532
2021-11-10,5099298,220044,1190174,1369713,1141485,3902,1173980
2021-11-11,5106972,220233,1191760,1373656,1143038,3914,1174371
2021-11-12,5115970,220403,1193388,1377435,1145636,3933,1175175
2021-11-13,5122486,220534,1194753,1381093,1146558,3938,1175610
2021-11-14,5127267,220616,1195970,1383856,1147068,3955,1175802
2021-11-15,5134108,220824,1197251,1387453,1148544,3980,1176056
2021-11-16,5141723,221016,1198574,1391800,1150017,3990,1176326
2021-11-17,5150883,221173,1200268,1396407,1152161,4005,1176869
2021-11-18,5159173,221347,1201975,1400587,1153940,4016,1177308
2021-11-19,5167153,221477,1203338,1404722,1155833,4070,1177713
2021-11-20,5173428,221603,1204706,1408409,1156593,4077,1178040
2021-11-21,5178140,221732,1205867,1411078,1157111,4090,1178262
2021-11-22,5185271,221869,1207250,1414850,1158608,4153,1178541
2021-11-23,5193289,222058,1208855,1419173,1160054,4158,1178991
2021-11-24,5201857,222225,1210285,1423577,1162164,4176,1179430
2021-11-25,5209711,222487,1211886,1427877,1163341,4183,1179937
2021-11-26,5216606,222608,1213381,1432018,1163973,4189,1180437
2021-11-27,5222774,222729,1214987,1435624,1164387,4193,1180854
2021-11-28,5227779,222801,1216218,1438495,1164956,4199,1181110
2021-11-29,5235300,223025,1217435,1442105,1167042,4208,1181485
2021-11-30,5243328,223168,1218695,1446478,1168774,4214,1181999
2021-12-01,5252575,223365,1220263,1450939,1171347,4225,1182436
2021-12-02,5262682,223517,1221574,1455137,1175314,4241,1182899
2021-12-03,5271273,223666,1223046,1459449,1177481,4252,1183379
2021-12-04,5277166,223764,1224125,1463097,1178223,4260,1183697
2021-12-05,5284677,223846,1228101,1465586,1178984,4268,1183892
2021-12-06,5291667,224047,1229331,1469222,1180622,4277,1184168
2021-12-07,5299394,224175,1230546,1473538,1182209,4307,1184619
2021-12-08,5307690,224335,1231754,1478013,1184388,4318,1184882
2021-12-09,5316259,224472,1233210,1482283,1186598,4320,1185376
2021-12-10,5324271,224591,1234515,1486535,1188433,4336,1185861
2021-12-11,5330616,224745,1236011,1490074,1189306,4340,1186140
2021-12-12,5335340,224855,1237172,1492613,1189955,4356,1186389
2021-12-13,5341635,224964,1238375,1495934,1191444,4363,1186555
2021-12-14,5349371,225163,1239522,1500352,1193100,4368,1186866
2021-12-15,5358398,225322,1240848,1504623,1195880,4377,1187348
2021-12-16,5365744,225467,1242124,1508701,1197371,4385,1187696
2021-12-17,5373044,225603,1243003,1512603,1199312,4395,1188128
2021-12-18,5379124,225742,1244217,1516026,1200253,4399,1188487
2021-12-19,5383647,225835,1245401,1518406,1200874,4400,1188731
2021-12-20,5390335,226130,1246686,1521564,1202575,4408,1188972
2021-12-21,5397892,226302,1247905,1525411,1204554,4416,1189304
2021-12-22,5408263,226532,1249280,1529394,1209053,4427,1189577
2021-12-23,5415520,226724,1250605,1533113,1210727,4436,1189915
2021-12-24,5421583,226914,1251854,1536314,1211797,4442,1190262
2021-12-25,5426051,227083,1252776,1539157,1212175,4444,1190416
2021-12-26,5429967,227230,1253981,1541121,1212593,4454,1190588
2021-12-27,5436321,227479,1255028,1544040,1214519,4461,1190794
2021-12-28,5444005,227675,1256102,1547737,1216919,4470,1191102
2021-12-29,5451956,227911,1257038,1551688,1219481,4485,1191353
2021-12-30,5459377,228212,1258346,1555357,1221237,4500,1191725
2021-12-31,5466059,228453,1259594,1559179,1222343,4514,1191976
2022-01-01,5470512,228636,1260587,1561730,1222891,4520,1192148
2022-01-02,5473910,228786,1261355,1563495,1223387,4530,1192357
2022-01-03,5479790,229039,1262134,1566065,1225397,4536,1192619
2022-01-04,5487866,229437,1263455,1569536,1227928,4556,1192954
2022-01-05,5495641,229724,1264514,1573254,1230421,4570,1193158
2022-01-06,5503258,230504,1265479,1576580,1232742,4590,1193363
2022-01-07,5510512,230847,1266555,1579321,1235427,4606,1193756
2022-01-08,5515983,231161,1267770,1581727,1236604,4640,1194081
2022-01-09,5520115,231420,1268540,1583550,1237355,4663,1194587
2022-01-10,5526686,231722,1269613,1586219,1239544,4696,1194892
2022-01-11,5535790,232049,1270965,1589881,1242454,4750,1195691
2022-01-12,5544812,232487,1272113,1593623,1245666,4814,1196109
2022-01-13,5553039,232831,1273234,1596900,1248540,4864,1196670
2022-01-14,5561005,233147,1274025,1600111,1251552,4914,1197256
2022-01-15,5567366,233529,1275107,1602799,1253185,4975,1197771
2022-01-16,5571921,233782,1276028,1604696,1254134,4994,1198287
2022-01-17,5578145,234187,1276796,1607563,1255442,5092,1199065
2022-01-18,5587248,234504,1278086,1611193,1258410,5162,1199893
2022-01-19,5597179,234734,1279287,1614324,1262778,5215,1200841
2022-01-20,5606817,235246,1280693,1617641,1266022,5303,1201912
2022-01-21,5616782,235596,1281963,1620650,1270273,5384,1202916
2022-01-22,5622981,235972,1283223,1623046,1271479,5462,1203799
2022-01-23,5628197,236253,1284280,1624870,1272819,5490,1204485
2022-01-24,5636877,236949,1285639,1627752,1275329,5584,1205624
2022-01-25,5647356,236981,1287053,1631333,1279354,5656,1206979
2022-01-26,5658072,237309,1288415,1634592,1283427,5759,1208570
2022-01-27,5668367,237698,1289814,1637785,1286985,5849,1210236
2022-01-28,5680710,238026,1291520,1640973,1292282,6011,1211898
2022-01-29,5688782,238418,1293162,1643440,1294221,6097,1213444
2022-01-30,5694387,238671,1294907,1645282,1294993,6139,1214395
2022-01-31,5704577,238995,1297045,1648400,1298037,6221,1215879
2022-02-01,5717256,239430,1299606,1652070,1302501,6295,1217354
2022-02-02,5729137,239838,1301399,1655733,1306350,6388,1219429
2022-02-03,5740769,240275,1303717,1659158,1309690,6480,1221449
2022-02-04,5753930,240437,1305805,1662402,1315426,6563,1223297
2022-02-05,5762308,240946,1307561,1665087,1317101,6613,1225000
2022-02-06,5768316,241167,1309598,1667049,1317854,6661,1225987
2022-02-07,5779218,241633,1311939,1670517,1321172,6729,1227228
2022-02-08,5792010,242210,1314498,1674751,1324552,6800,1229199
2022-02-09,5805133,242767,1316977,1678363,1328866,6856,1231304
2022-02-10,5817006,243187,1318951,1682368,1332339,6936,1233225
2022-02-11,5828984,243533,1321034,1686083,1336223,7010,1235101
2022-02-12,5837824,243938,1322933,1688921,1338382,7060,1236590
2022-02-13,5843147,244051,1324461,1690870,1339054,7077,1237634
2022-02-14,5854122,244506,1326359,1694507,1342533,7144,1239073
2022-02-15,5864773,244825,1328329,1698263,1345473,7215,1240668
2022-02-16,5877877,245144,1330347,1702635,1350118,7313,1242320
2022-02-17,5890083,245771,1332525,1706486,1353748,7357,1244196
2022-02-18,5900718,246297,1334368,1710208,1356422,7403,1246020
2022-02-19,5909276,246726,1336576,1712905,1358110,7440,1247519
2022-02-20,5914722,246949,1338273,1714757,1358798,7484,1248461
2022-02-21,5921998,247333,1340031,1717706,1359884,7524,1249520
2022-02-22,5932049,247535,1342028,1721693,1362355,7585,1250853
2022-02-23,5944032,247800,1344136,1725382,1366796,7636,1252282
2022-02-24,5954836,247977,1346278,1728641,1370324,7677,1253939
2022-02-25,5963898,248196,1348196,1731629,1372994,7720,1255163
2022-02-26,5970685,248354,1350041,1733984,1374167,7747,1256392
2022-02-27,5975438,248541,1351659,1735788,1374526,7784,1257140
2022-02-28,5982810,248823,1353505,1738013,1376843,7828,1257798
2022-03-01,5991284,248899,1355518,1741463,1379157,7897,1258350
2022-03-02,5999456,249023,1357521,1744484,1381381,7945,1259102
2022-03-03,6007627,249150,1359412,1747319,1383519,7989,1260238
2022-03-04,6016342,249224,1361655,1750218,1385886,8038,1261321
2022-03-05,6022238,249324,1363479,1752431,1386593,8056,1262355
2022-03-06,6026514,249370,1365154,1753862,1387112,8100,1262916
2022-03-07,6034070,250466,1366909,1756087,1388977,8144,1263487
2022-03-08,6041279,250539,1368797,1758747,1390794,8178,1264224
2022-03-09,6049148,250636,1370760,1761341,1393153,8203,1265055
2022-03-10,6056681,250750,1372722,1763692,1395206,8233,1266078
2022-03-11,6062888,250810,1374514,1765941,1396544,8255,1266824
2022-03-12,6067867,250839,1376168,1767729,1397343,8273,1267515
2022-03-13,6071464,250887,1377729,1768991,1397624,8340,1267893
2022-03-14,6076779,250927,1379490,1770568,1399039,8367,1268388
2022-03-15,6082397,250946,1381084,1772910,1400205,8395,1268857
2022-03-16,6089285,251002,1382899,1775222,1402388,8419,1269355
2022-03-17,6096369,251092,1384707,1777625,1404400,8451,1270094
2022-03-18,6101894,251142,1386319,1779832,1405336,8482,1270783
2022-03-19,6105968,251168,1387819,1781372,1405808,8485,1271316
2022-03-20,6109338,251180,1389311,1782523,1406078,8589,1271657
2022-03-21,6125431,251291,1390639,1784024,1407453,8617,1283407
2022-03-22,6130502,251402,1391933,1786249,1408328,8642,1283948
2022-03-23,6136482,251450,1393640,1788303,1410033,8673,1284383
2022-03-24,6141750,251499,1395173,1790259,1411154,8710,1284955
2022-03-25,6150698,251520,1400317,1792462,1412204,8736,1285459
2022-03-26,6153793,251553,1401370,1793873,1412390,8754,1285853
2022-03-27,6156476,251565,1402577,1794788,1412593,8854,1286099
2022-03-28,6160425,251636,1403704,1796129,1413759,8884,1286313
2022-03-29,6165095,251812,1404871,1797628,1414786,8917,1287081
2022-03-30,6170023,251927,1406021,1799654,1416063,8956,1287402
2022-03-31,6174830,251953,1407174,1802035,1416863,8971,1287834
2022-04-01,6179388,251961,1408197,1803716,1417897,9329,1288288
2022-04-02,6182249,251972,1409101,1805126,1418186,9350,1288514
2022-04-03,6184204,251991,1409776,1806064,1418281,9428,1288664
2022-04-04,6187229,252058,1410532,1807290,1418918,9470,1288961
2022-04-05,6191393,252196,1411644,1809217,1419590,9508,1289238
2022-04-06,6196066,252202,1412570,1811328,1420902,9542,1289522
2022-04-07,6200370,252211,1413614,1813125,1421922,9575,1289923
2022-04-08,6204296,252223,1414549,1815064,1422676,9599,1290185
2022-04-09,6206649,252242,1415375,1816040,1423008,9612,1290372
2022-04-10,6208433,252248,1416065,1816834,1423102,9705,1290479
2022-04-11,6211226,252322,1416644,1818357,1423466,9745,1290692
2022-04-12,6214567,252431,1417247,1819946,1424211,9798,1290934
2022-04-13,6218597,252452,1418185,1821552,1425366,9888,1291154
2022-04-14,6222044,252468,1418769,1823214,1426278,9906,1291409
2022-04-15,6224545,252476,1419456,1824277,1426784,9935,1291617
2022-04-16,6226167,252483,1419986,1825092,1426926,9959,1291721
2022-04-17,6227712,252489,1420651,1825768,1426972,10038,1291794
2022-04-18,6229298,252528,1421110,1826440,1427258,10055,1291907
2022-04-19,6232376,252660,1421665,1828061,1427775,10097,1292118
2022-04-20,6236542,252681,1422147,1830230,1428921,10143,1292420
2022-04-21,6239583,252752,1422830,1831788,1429437,10191,1292585
2022-04-22,6242300,252766,1423371,1833151,1430089,10235,1292688
2022-04-23,6243911,252781,1423851,1833906,1430312,10240,1292821
2022-04-24,6245083,252790,1424296,1834423,1430388,10314,1292872
2022-04-25,6247263,252823,1424642,1835580,1430690,10363,1293165
2022-04-26,6251233,252859,1426673,1836834,1431107,10427,1293333
2022-04-27,6254625,252864,1427063,1838444,1432107,10479,1293668
2022-04-28,6257575,252872,1427725,1839935,1432701,10502,1293840
2022-04-29,6260073,252878,1428191,1841103,1433283,10555,1294063
2022-04-30,6261567,252881,1428639,1841698,1433508,10569,1294272
2022-05-01,6262727,252881,1429025,1842182,1433574,10624,1294441
2022-05-02,6264537,252890,1429299,1843191,1433914,10690,1294553
2022-05-03,6266726,252897,1429631,1844382,1434413,10736,1294667
2022-05-04,6270401,252981,1429959,1845325,1436550,10805,1294781
2022-05-05,6272671,253047,1430224,1846565,1437033,10839,1294963
2022-05-06,6274793,253086,1430519,1847596,1437526,10881,1295185
2022-05-07,6275932,253104,1430768,1848120,1437790,10895,1295255
2022-05-08,6276777,253117,1430974,1848530,1437844,10955,1295357
2022-05-09,6278684,253163,1431228,1849588,1438271,11000,1295434
2022-05-10,6280693,253242,1431472,1850560,1438702,11059,1295658
2022-05-11,6282893,253293,1431716,1851412,1439538,11112,1295822
2022-05-12,6284843,253315,1431969,1852346,1440059,11162,1295992
2022-05-13,6286710,253431,1432173,1853346,1440379,11215,1296166
2022-05-14,6287674,253440,1432439,1853750,1440503,11240,1296302
2022-05-15,6288450,253443,1432687,1854041,1440558,11300,1296421
2022-05-16,6290096,253488,1432870,1854900,1440998,11365,1296475
2022-05-17,6291909,253535,1433098,1855903,1441436,11419,1296518
2022-05-18,6294281,253649,1433335,1856690,1442572,11470,1296565
2022-05-19,6295977,253652,1433591,1857461,1443148,11521,1296604
2022-05-20,6297959,253703,1433812,1858041,1443692,11570,1297141
2022-05-21,6299034,253719,1434091,1858653,1443816,11591,1297164
2022-05-22,6299644,253730,1434180,1858849,1443907,11611,1297367
2022-05-23,6301244,253769,1434475,1859531,1444326,11720,1297423
2022-05-24,6302894,253835,1434674,1860205,1444733,11761,1297686
2022-05-25,6305494,253887,1434915,1860996,1445966,11878,1297852
2022-05-26,6306917,253934,1435182,1861587,1446477,11911,1297826
2022-05-27,6308832,253973,1435475,1862302,1447103,11976,1298003
2022-05-28,6309586,253987,1435771,1862529,1447201,12004,1298094
2022-05-29,6310204,253995,1435975,1862700,1447242,12059,1298233
2022-05-30,6311449,254027,1436210,1863319,1447443,12116,1298334
2022-05-31,6312926,254076,1436420,1863864,1447888,12150,1298528
2022-06-01,6314989,254112,1436643,1864612,1448746,12196,1298680
2022-06-02,6316623,254148,1436893,1865197,1449261,12257,1298867
2022-06-03,6318162,254186,1437147,1865866,1449724,12318,1298921
2022-06-04,6318824,254216,1437262,1866064,1449955,12345,1298982
2022-06-05,6319637,254225,1437644,1866216,1450036,12420,1299096
2022-06-06,6320609,254236,1437896,1866483,1450345,12451,1299198
2022-06-07,6322686,254331,1438116,1867307,1450874,12509,1299549
2022-06-08,6325223,254369,1438361,1867906,1452147,12574,1299866
2022-06-09,6326771,254394,1438678,1868435,1452572,12615,1300077
2022-06-10,6328447,254422,1438972,1868974,1453100,12680,1300299
2022-06-11,6329360,254437,1439276,1869207,1453291,12705,1300444
2022-06-12,6329934,254448,1439514,1869356,1453343,12765,1300508
2022-06-13,6331671,254480,1439689,1870403,1453660,12797,1300642
2022-06-14,6333493,254542,1439927,1871198,1454115,12854,1300857
2022-06-15,6335464,254582,1440156,1871645,1454931,12926,1301224
2022-06-16,6337266,254607,1440771,1872047,1455569,12977,1301295
2022-06-17,6338565,254627,1441020,1872572,1455924,13044,1301378
2022-06-18,6339207,254632,1441304,1872755,1456014,13084,1301418
2022-06-19,6339887,254659,1441554,1872893,1456155,13152,1301474
2022-06-20,6341552,254692,1441788,1873576,1456288,13210,1301998
2022-06-21,6343184,254746,1441994,1874113,1456806,13272,1302253
2022-06-22,6345217,254821,1442278,1874638,1457728,13328,1302424
2022-06-23,6347010,254856,1442527,1875136,1458231,13373,1302887
2022-06-24,6348790,254883,1442787,1875695,1458740,13425,1303260
2022-06-25,6349572,254905,1443012,1875881,1459004,13452,1303318
2022-06-26,6350231,254914,1443247,1876067,1459049,13535,1303419
2022-06-27,6351731,254934,1443455,1876594,1459376,13588,1303784
2022-06-28,6353722,254960,1443759,1877201,1460027,13643,1304132
2022-06-29,6355478,255010,1443986,1877741,1460836,13727,1304178
2022-06-30,6356845,255035,1444201,1878233,1460744,13761,1304871
2022-07-01,6358737,255076,1444428,1878881,1461314,13815,1305223
2022-07-02,6359558,255100,1444650,1879125,1461398,13846,1305439
2022-07-03,6360295,255113,1444831,1879337,1461472,13946,1305596
2022-07-04,6361440,255124,1445044,1879905,1461580,13991,1305796
2022-07-05,6363668,255176,1445263,1880784,1462160,14036,1306249
2022-07-06,6366006,255248,1445548,1881404,1463053,14097,1306656
2022-07-07,6368716,255288,1445791,1882087,1464268,14131,1307151
2022-07-08,6371020,255305,1446085,1883076,1464860,14204,1307490
2022-07-09,6372010,255320,1446298,1883356,1465063,14220,1307753
2022-07-10,6372859,255339,1446486,1883611,1465123,14356,1307944
2022-07-11,6374705,255351,1446705,1884431,1465628,14417,1308173
2022-07-12,6377086,255446,1446947,1885341,1466320,14476,1308556
2022-07-13,6379747,255473,1447184,1886130,1467429,14549,1308982
2022-07-14,6381770,255484,1447447,1886747,1467964,14612,1309516
2022-07-15,6384114,255504,1447722,1887614,1468632,14693,1309949
2022-07-16,6385177,255534,1447955,1887903,1468825,14723,1310237
2022-07-17,6386160,255544,1448247,1888202,1468910,14855,1310402
2022-07-18,6388209,255586,1448444,1889199,1469390,14935,1310655
2022-07-19,6391313,255756,1448675,1890541,1470241,15025,1311075
2022-07-20,6394255,255768,1449010,1891567,1471327,15109,1311474
2022-07-21,6396720,255784,1449362,1892279,1472038,15169,1312088
2022-07-22,6399613,255794,1449729,1893494,1472863,15275,1312458
2022-07-23,6400863,255799,1450094,1893815,1473230,15313,1312612
2022-07-24,6401889,255809,1450367,1894093,1473297,15371,1312952
2022-07-25,6403909,255843,1450634,1894946,1473763,15487,1313236
2022-07-26,6406815,255961,1451092,1896112,1474414,15573,1313663
2022-07-27,6410157,255967,1451465,1897289,1475737,15702,1313997
2022-07-28,6412885,256006,1451873,1898221,1476272,15884,1314629
2022-07-29,6415886,256025,1452447,1899290,1477082,16042,1315000
2022-07-30,6416957,256026,1452799,1899616,1477183,16084,1315249
2022-07-31,6417877,256031,1453126,1899899,1477211,16103,1315507
2022-08-01,6420364,256035,1453470,1900725,1478049,16259,1315826
2022-08-02,6423273,256054,1453953,1901974,1478750,16360,1316182
2022-08-03,6426440,256129,1454429,1902918,1480020,16460,1316484
2022-08-04,6429540,256139,1454962,1903914,1480851,16572,1317102
2022-08-05,6432489,256152,1455450,1905014,1481688,16675,1317510
2022-08-06,6434186,256158,1456219,1905385,1481948,16707,1317769
2022-08-07,6435124,256163,1456596,1905649,1482014,16725,1317977
2022-08-08,6437457,256176,1457088,1906507,1482560,16879,1318247
2022-08-09,6441052,256181,1457669,1908145,1483361,17018,1318678
2022-08-10,6443719,256237,1458273,1908997,1484377,17098,1318737
2022-08-11,6446910,256246,1458858,1909921,1485142,17229,1319514
2022-08-12,6449733,256259,1459422,1910908,1485880,17328,1319936
2022-08-13,6451172,256262,1460011,1911268,1486239,17370,1320022
